COD,Min jobs,Max jobs
2023,5471.231176725226,21884.924706900903
2024,9341.745997644151,37366.983990576606
2025,9853.278015912523,39413.11206365009
2026,10268.50765763275,41074.030630531
2027,10433.919754322145,41735.67901728858
2028,11345.471922382598,45381.88768953039
2029,9990.701300524242,39962.80520209697
2030,8751.301187042687,35005.20474817075
2031,7025.677708090967,28102.710832363868
2032,6502.151430264596,26008.605721058382
2033,5566.129313206703,22264.517252826812
