COD,Min jobs,Max jobs
2023,579.2452980787815,2316.981192315126
2024,650.5284080889446,2602.1136323557785
2025,499.68880033500915,1998.7552013400366
2026,532.9058874871112,2131.6235499484446
2027,578.7310179673806,2314.9240718695223
2028,614.2733826934842,2457.093530773937
2029,518.7691027917067,2075.076411166827
2030,718.3739807512147,2873.495923004859
2031,776.5523644240808,3106.209457696323
2032,862.7417036971983,3450.9668147887933
2033,534.5427588047418,2138.171035218967
