COD,Min jobs,Max jobs
2023,1153.5263079672297,4614.105231868919
2024,1462.5148863186998,5850.059545274799
2025,1168.8737410308338,4675.494964123335
2026,1232.8536847957103,4931.414739182841
2027,1065.9910419662629,4263.964167865051
2028,1220.8258419824613,4883.303367929845
2029,951.9102814146063,3807.641125658425
2030,1232.6413382553371,4930.5653530213485
2031,1113.2175247944797,4452.870099177919
2032,1054.2466860762252,4216.986744304901
2033,636.8900822531705,2547.560329012682
