COD,Min jobs,Max jobs
2023,274.9729302596542,1099.8917210386169
2024,333.8626879555335,1335.450751822134
2025,257.0545193226752,1028.2180772907009
2026,288.12250526584626,1152.490021063385
2027,255.886183220986,1023.544732883944
2028,327.2371505184728,1308.9486020738912
2029,218.9217262449979,875.6869049799916
2030,289.9175320007511,1159.6701280030045
2031,215.50200882528043,862.0080353011217
2032,218.49017886052403,873.9607154420961
2033,114.87862902575505,459.5145161030202
