COD,Min jobs,Max jobs
2023,9072.819928370942,36291.27971348377
2024,11795.805859972534,47183.223439890135
2025,9889.487283200298,39557.94913280119
2026,12114.23514397483,48456.94057589932
2027,12564.827760502609,50259.311042010435
2028,15500.716536224712,62002.86614489885
2029,13552.999250936382,54211.99700374553
2030,13604.845821457939,54419.383285831755
2031,12026.792071302014,48107.168285208056
2032,13151.720487446064,52606.881949784256
2033,14819.376328260114,59277.505313040456
