COD,Min jobs,Max jobs
2023,3795.798391667387,3795.798391667387
2024,5732.430550817432,5732.430550817432
2025,5837.251798613562,5837.251798613562
2026,5720.781753897136,5720.781753897136
2027,5812.5187885643,5812.5187885643
2028,5215.876466423874,5215.876466423874
2029,4765.438210656893,4765.438210656893
2030,4585.165470583331,4585.165470583331
2031,5150.471872405957,5150.471872405957
2032,5562.525040221243,5562.525040221243
2033,5579.000471707014,5579.000471707014
