COD,Min jobs,Max jobs
2023,1.5426350209143067,6.170540083657227
2024,1.9474368115449483,7.789747246179793
2025,1.6156937185953142,6.462774874381257
2026,1.573791170685216,6.295164682740864
2027,1.4064626265186064,5.625850506074426
2028,1.8333661310493803,7.333464524197521
2029,1.4796778311786518,5.918711324714607
2030,1.9807260092823793,7.922904037129517
2031,1.6798055615709704,6.7192222462838815
2032,1.8472161072534827,7.388864429013931
2033,1.1376759581499936,4.550703832599974
