COD,Min jobs,Max jobs
2023,503.9872294483169,2015.9489177932676
2024,636.2383302458138,2544.9533209832553
2025,696.7788271701335,2787.115308680534
2026,726.451673638514,2905.806694554056
2027,596.6057228020724,2386.4228912082895
2028,363.8312911514725,1455.32516460589
2029,147.5971398282342,590.3885593129368
2030,364.4214267442273,1457.6857069769092
2031,403.34192644253926,1613.367705770157
2032,418.3559642817954,1673.4238571271817
2033,196.84680783529438,787.3872313411775
