COD,Min jobs,Max jobs
2023,0.0,0.0
2024,0.0,0.0
2025,0.0,0.0
2026,36.278654925802044,145.11461970320818
2027,107.55554952906125,430.222198116245
2028,177.6878868282114,710.7515473128456
2029,332.52641108307375,1330.105644332295
2030,329.82045533656174,1319.281821346247
2031,505.17245924731714,2020.6898369892685
2032,483.5250091801872,1934.100036720749
2033,718.8817750060545,2875.527100024218
