COD,Min jobs,Max jobs
2023,0.0,0.0
2024,0.0,0.0
2025,0.0,0.0
2026,44.357682060388925,177.4307282415557
2027,120.6258970799184,482.5035883196736
2028,195.66940466714664,782.6776186685865
2029,337.692142011515,1350.76856804606
2030,334.83021848812314,1339.3208739524925
2031,518.6975018542502,2074.7900074170007
2032,484.32401260910393,1937.2960504364157
2033,696.607336309833,2786.429345239332
