COD,Min jobs,Max jobs
2023,1076.9178944033736,4307.671577613494
2024,1399.1141137121276,5596.4564548485105
2025,1173.5083167482976,4694.03326699319
2026,1439.077967358189,5756.3095782867085
2027,1490.7212329662882,5962.8803896467025
2028,1835.275600087495,7341.0956432066205
2029,1879.3769411032015,7517.501978161749
2030,2198.48313319471,8793.927697638908
2031,2516.4515231914943,10065.803472550957
2032,2436.873033215214,9747.49083289958
2033,2503.2145328075712,10012.858131230287
