COD,Min jobs,Max jobs
2023,3601.918651347131,14407.674605388524
2024,4893.0318280007805,19572.127312003122
2025,4354.711647842777,17418.846591371108
2026,5136.414945499068,20545.659781996274
2027,4579.361071281709,18317.444285126836
2028,5244.51155356532,20978.04621426128
2029,4089.2847260913754,16357.138904365502
2030,5295.269413190556,21181.077652762226
2031,4782.239996603802,19128.959986415208
2032,4528.9088216353,18115.6352865412
2033,2735.9982725332106,10943.993090132843
