COD,Min jobs,Max jobs
2023,0.0,0.0
2024,0.0,0.0
2025,0.0,0.0
2026,0.0,0.0
2027,0.0,0.0
2028,0.0,0.0
2029,3.250215635320547,12.833764603974428
2030,14.451123567302602,57.57021084696052
2031,20.814609205308265,83.02415339898317
2032,17.56439356998772,70.19038879500874
2033,6.363485638005663,25.453942552022653
