COD,Min jobs,Max jobs
2023,0.0,0.0
2024,0.0,0.0
2025,0.0,0.0
2026,389.75765558961535,1559.0306223584614
2027,1155.5168987338882,4622.067594935553
2028,1908.9796559017677,7635.918623607071
2029,3572.4784910145668,14289.913964058267
2030,3543.407210118216,14173.628840472864
2031,5427.2914414100715,21709.165765640286
2032,5194.723298933075,20778.8931957323
2033,7723.265260123662,30893.06104049465
