COD,Min jobs,Max jobs
2023,1104.4252408657185,4417.700963462874
2024,1448.2159279838331,5792.8637119353325
2025,1136.86600704194,4547.46402816776
2026,1278.5627988551116,5114.2511954204465
2027,1238.7291223127143,4954.916489250857
2028,1638.5469401559294,6554.187760623718
2029,1335.334813637114,5341.339254548456
2030,1516.0590636101545,6064.236254440618
2031,1258.1217248575874,5032.48689943035
2032,1263.0859115570456,5052.3436462281825
2033,800.4885101846545,3201.954040738618
